"Wavelength, µm","n","k"
0.3,1.5527702635739,0.0000028607
0.31,,0.0000013679
0.32,,6.6608e-7
0.322,1.5458699289209
0.334,,2.6415e-7
0.344,1.5404466868331
0.35,,9.2894e-8
0.365,,3.4191e-8
0.366,1.536090527917
0.37,,2.7405e-8
0.38,,2.074e-8
0.388,1.53252773217
0.39,,1.3731e-8
0.4,,1.0227e-8
0.405,,9.0558e-9
0.41,1.529568767224
0.42,,9.3912e-9
0.432,1.5270784291406
0.436,,1.1147e-8
0.454,1.5249578457324
0.46,,1.0286e-8
0.476,1.5231331738499
0.498,1.5215482528369
0.5,,9.5781e-9
0.52,1.5201596882463
0.542,1.5189334783109
0.546,,6.9658e-9
0.564,1.5178426478869
0.58,,9.2541e-9
0.586,1.516865556749
0.608,1.5159846691816
0.62,,1.1877e-8
0.63,1.5151856452759
0.652,1.5144566604975
0.66,,1.2643e-8
0.674,1.513787889767
0.696,1.5131711117948
0.7,,8.9305e-9
0.718,1.5125994024544
0.74,1.5120668948646
0.762,1.5115685899969
0.784,1.5111002059336
0.806,1.5106580569705
0.828,1.5102389559626
0.85,1.5098401349174
0.872,1.5094591800239
0.894,1.5090939781792
0.916,1.5087426727363
0.938,1.5084036266923
0.96,1.5080753919142
0.982,1.5077566832938
1.004,1.5074463569456
1.026,1.5071433917383
1.048,1.5068468735887
1.06,,1.0137e-8
1.07,1.5065559820529
1.092,1.5062699788386
1.114,1.5059881979287
1.136,1.5057100370628
1.158,1.5054349503657
1.18,1.5051624419507
1.202,1.5048920603512
1.224,1.504623393661
1.246,1.5043560652815
1.268,1.5040897301904
1.29,1.5038240716592
1.312,1.5035587983604
1.334,1.5032936418104
1.356,1.5030283541053
1.378,1.502762705911
1.4,1.5024964846769
1.422,1.5022294930427
1.444,1.5019615474168
1.466,1.5016924767046
1.488,1.5014221211688
1.51,1.5011503314064
1.53,,9.839e-8
1.532,1.5008769674285
1.554,1.5006018978322
1.576,1.5003249990526
1.598,1.5000461546874
1.62,1.4997652548858
1.642,1.4994821957943
1.664,1.4991968790539
1.686,1.4989092113428
1.708,1.4986191039608
1.73,1.4983264724496
1.752,1.4980312362468
1.774,1.49773331837
1.796,1.4974326451267
1.818,1.4971291458495
1.84,1.4968227526526
1.862,1.4965134002084
1.884,1.4962010255422
1.906,1.4958855678422
1.928,1.495566968286
1.95,1.4952451698788
1.97,,0.0000010933
1.972,1.4949201173049
1.994,1.4945917567902
2.016,1.4942600359742
2.038,1.4939249037922
2.06,1.4935863103651
2.082,1.4932442068978
2.104,1.4928985455839
2.126,1.492549279517
2.148,1.4921963626087
2.17,1.491839749511
2.192,1.4914793955446
2.214,1.4911152566309
2.236,1.4907472892292
2.258,1.4903754502768
2.28,1.4899996971337
2.302,1.4896199875296
2.324,1.4892362795147
2.325,,0.0000042911
2.346,1.4888485314127
2.368,1.4884567017771
2.39,1.4880607493487
2.412,1.4876606330169
2.434,1.4872563117813
2.456,1.4868477447166
2.478,1.4864348909385
2.5,1.486017709571,0.00000813